gstin,entry_date,balance,amount,direction,bounce_flag
29ABCDE1280Z0,2024-01-31 23:59:59.999999,91943.34948970775,415732.5855654441,inflow,0
29ABCDE1281Z1,2024-01-31 23:59:59.999999,5527.344056455172,154750.34354162804,inflow,0
29ABCDE1283Z3,2024-01-31 23:59:59.999999,5000.0,33224.96408645225,inflow,1
29ABCDE1285Z5,2024-01-31 23:59:59.999999,22188.929828629858,165180.24439091742,inflow,0
29ABCDE1287Z7,2024-01-31 23:59:59.999999,5000.0,28209.48087610548,inflow,1
29ABCDE1289Z9,2024-01-31 23:59:59.999999,5000.0,77684.77136975281,inflow,0
29ABCDE1290Z0,2024-01-31 23:59:59.999999,5377.920524749263,80765.23715347025,inflow,0
29ABCDE1291Z1,2024-01-31 23:59:59.999999,6870.331207869216,117621.95318600448,inflow,0
29ABCDE1293Z3,2024-01-31 23:59:59.999999,5000.0,25272.401903332368,inflow,0
29ABCDE1294Z4,2024-01-31 23:59:59.999999,102586.56224081098,591421.4918664994,inflow,0
29ABCDE1296Z6,2024-01-31 23:59:59.999999,5000.0,82837.5849390308,inflow,0
29ABCDE1297Z7,2024-01-31 23:59:59.999999,5858.291392645295,44161.273306314644,inflow,0
29ABCDE1298Z8,2024-01-31 23:59:59.999999,30898.998688094813,175810.68451592972,inflow,0
29ABCDE1299Z9,2024-01-31 23:59:59.999999,5000.0,18465.450829906928,inflow,0
29ABCDE1304Z4,2024-01-31 23:59:59.999999,19849.425038774643,150677.70325391274,inflow,0
29ABCDE1305Z5,2024-01-31 23:59:59.999999,5000.0,20873.57784680918,inflow,0
29ABCDE1306Z6,2024-01-31 23:59:59.999999,61675.4525255608,425177.8528950341,inflow,0
29ABCDE1308Z8,2024-01-31 23:59:59.999999,14887.765621424853,97344.74221669788,inflow,0
29ABCDE1310Z0,2024-01-31 23:59:59.999999,15690.626774507517,100085.83278280139,inflow,1
29ABCDE1311Z1,2024-01-31 23:59:59.999999,18502.805911188,89380.0091925053,inflow,0
29ABCDE1312Z2,2024-01-31 23:59:59.999999,5000.0,44697.47558057719,inflow,1
29ABCDE1316Z6,2024-01-31 23:59:59.999999,23411.71457111548,143393.48610093785,inflow,1
29ABCDE1319Z9,2024-01-31 23:59:59.999999,5000.0,23673.599614288232,inflow,0
29ABCDE1325Z5,2024-01-31 23:59:59.999999,5000.0,14733.219501841982,inflow,0
29ABCDE1326Z6,2024-01-31 23:59:59.999999,20936.11857800157,269000.3558056516,inflow,0
29ABCDE1327Z7,2024-01-31 23:59:59.999999,6337.466683761421,44533.109926521654,inflow,0
29ABCDE1328Z8,2024-01-31 23:59:59.999999,40871.69158771037,259570.6443626524,inflow,0
29ABCDE1331Z1,2024-01-31 23:59:59.999999,5000.0,56556.03158526044,inflow,0
29ABCDE1334Z4,2024-01-31 23:59:59.999999,5000.0,30116.183587034768,inflow,0
29ABCDE1335Z5,2024-01-31 23:59:59.999999,5000.0,104451.10725471699,inflow,0
29ABCDE1336Z6,2024-01-31 23:59:59.999999,5000.0,23388.053886234895,inflow,0
29ABCDE1348Z8,2024-01-31 23:59:59.999999,18598.505292112393,163564.03545522585,inflow,0
29ABCDE1350Z0,2024-01-31 23:59:59.999999,12729.267685330813,98366.47237011186,inflow,0
29ABCDE1351Z1,2024-01-31 23:59:59.999999,5000.0,40880.69675276802,inflow,0
29ABCDE1352Z2,2024-01-31 23:59:59.999999,5000.0,31775.64836950206,inflow,0
29ABCDE1355Z5,2024-01-31 23:59:59.999999,8126.20073326333,109251.57717791096,inflow,0
29ABCDE1356Z6,2024-01-31 23:59:59.999999,31552.325650771745,193507.87894737205,inflow,0
29ABCDE1360Z0,2024-01-31 23:59:59.999999,18281.087477013185,191301.9671942156,inflow,0
29ABCDE1361Z1,2024-01-31 23:59:59.999999,5000.0,50486.60598768531,inflow,0
29ABCDE1362Z2,2024-01-31 23:59:59.999999,5000.0,27239.235883237296,inflow,0
29ABCDE1365Z5,2024-01-31 23:59:59.999999,20812.426471265477,215228.92205489954,inflow,0
29ABCDE1368Z8,2024-01-31 23:59:59.999999,9664.177508822208,67938.71397708697,inflow,0
29ABCDE1369Z9,2024-01-31 23:59:59.999999,7190.648129864542,42463.988080522846,inflow,0
29ABCDE1372Z2,2024-01-31 23:59:59.999999,5000.0,30948.056617314043,inflow,1
29ABCDE1376Z6,2024-01-31 23:59:59.999999,26775.442792839003,167263.4110968156,inflow,0
29ABCDE1379Z9,2024-01-31 23:59:59.999999,5000.0,19168.823168656523,inflow,0
29ABCDE1380Z0,2024-01-31 23:59:59.999999,9259.705396473704,47157.361789190276,inflow,0
29ABCDE1382Z2,2024-01-31 23:59:59.999999,24443.404618101475,186893.34397787548,inflow,0
29ABCDE1386Z6,2024-01-31 23:59:59.999999,10270.952427047818,100074.60197290756,inflow,0
29ABCDE1387Z7,2024-01-31 23:59:59.999999,29070.327093593358,166139.65683367016,inflow,1
29ABCDE1389Z9,2024-01-31 23:59:59.999999,5000.0,40636.82717296904,inflow,0
29ABCDE1392Z2,2024-01-31 23:59:59.999999,5000.0,28735.480051212915,inflow,0
29ABCDE1395Z5,2024-01-31 23:59:59.999999,5000.0,42156.40532523999,inflow,0
29ABCDE1397Z7,2024-01-31 23:59:59.999999,19477.34867271249,150594.86180912537,inflow,0
29ABCDE1404Z4,2024-01-31 23:59:59.999999,5000.0,32834.91567435481,inflow,0
29ABCDE1407Z7,2024-01-31 23:59:59.999999,5000.0,23267.63528700437,inflow,0
29ABCDE1409Z9,2024-01-31 23:59:59.999999,5000.0,17535.88382992793,inflow,1
29ABCDE1410Z0,2024-01-31 23:59:59.999999,5000.0,28749.371057753044,inflow,1
29ABCDE1411Z1,2024-01-31 23:59:59.999999,5000.0,24736.961033556956,inflow,0
29ABCDE1413Z3,2024-01-31 23:59:59.999999,5366.6753792760455,149305.7480222156,inflow,0
29ABCDE1415Z5,2024-01-31 23:59:59.999999,5000.0,27168.457065726376,inflow,0
29ABCDE1416Z6,2024-01-31 23:59:59.999999,5000.0,32271.251780481718,inflow,0
29ABCDE1423Z3,2024-01-31 23:59:59.999999,5000.0,31962.471816331683,inflow,0
29ABCDE1424Z4,2024-01-31 23:59:59.999999,5000.0,35691.82720712199,inflow,0
29ABCDE1425Z5,2024-01-31 23:59:59.999999,10173.696351410277,132933.16109792693,inflow,0
29ABCDE1426Z6,2024-01-31 23:59:59.999999,34525.75167494502,133547.8700577465,inflow,0
29ABCDE1429Z9,2024-01-31 23:59:59.999999,226682.7158619808,720880.7409609443,inflow,1
29ABCDE1430Z0,2024-01-31 23:59:59.999999,19583.95768902491,324033.4243905362,inflow,0
29ABCDE1431Z1,2024-01-31 23:59:59.999999,5617.692964472273,30477.99873733049,inflow,0
29ABCDE1432Z2,2024-01-31 23:59:59.999999,10873.899338138322,63789.28435176928,inflow,0
29ABCDE1433Z3,2024-01-31 23:59:59.999999,5540.007919124877,112866.84179273693,inflow,0
29ABCDE1434Z4,2024-01-31 23:59:59.999999,44078.32407834749,306141.6013131748,inflow,0
29ABCDE1441Z1,2024-01-31 23:59:59.999999,24628.260879055837,159540.401508604,inflow,0
29ABCDE1443Z3,2024-01-31 23:59:59.999999,10096.838761107303,140655.04865680705,inflow,0
29ABCDE1445Z5,2024-01-31 23:59:59.999999,5000.0,40346.31766737251,inflow,0
29ABCDE1447Z7,2024-01-31 23:59:59.999999,5414.7902304628315,120468.47506165084,inflow,0
29ABCDE1448Z8,2024-01-31 23:59:59.999999,5000.0,51192.51914244195,inflow,0
29ABCDE1450Z0,2024-01-31 23:59:59.999999,5304.162045246595,41139.50432057683,inflow,0
29ABCDE1452Z2,2024-01-31 23:59:59.999999,11700.55607934586,63327.63693640971,inflow,0
29ABCDE1453Z3,2024-01-31 23:59:59.999999,5000.0,22599.79966851593,inflow,0
29ABCDE1454Z4,2024-01-31 23:59:59.999999,5000.0,205917.65736336296,inflow,0
29ABCDE1455Z5,2024-01-31 23:59:59.999999,11358.000323978735,51757.87911423475,inflow,0
29ABCDE1456Z6,2024-01-31 23:59:59.999999,5000.0,31755.456022458005,inflow,0
29ABCDE1458Z8,2024-01-31 23:59:59.999999,5000.0,29132.153370394783,inflow,0
29ABCDE1459Z9,2024-01-31 23:59:59.999999,5000.0,54356.49970915915,inflow,1
29ABCDE1462Z2,2024-01-31 23:59:59.999999,5000.0,65700.13575960329,inflow,0
29ABCDE1464Z4,2024-01-31 23:59:59.999999,5000.0,24252.193265813054,inflow,0
29ABCDE1466Z6,2024-01-31 23:59:59.999999,18979.310614240007,130431.72754748483,inflow,0
29ABCDE1467Z7,2024-01-31 23:59:59.999999,34156.44050704168,170349.6543258226,inflow,0
29ABCDE1469Z9,2024-01-31 23:59:59.999999,5992.235116247209,42930.67890930472,inflow,0
29ABCDE1470Z0,2024-01-31 23:59:59.999999,5000.0,29068.295939760992,inflow,0
29ABCDE1472Z2,2024-01-31 23:59:59.999999,5000.0,43414.38650850573,inflow,1
29ABCDE1475Z5,2024-01-31 23:59:59.999999,5000.0,37077.32580523938,inflow,0
29ABCDE1479Z9,2024-01-31 23:59:59.999999,6309.492862110716,40042.55336433429,inflow,0
29ABCDE1480Z0,2024-01-31 23:59:59.999999,22793.25720920535,176712.0887740443,inflow,0
29ABCDE1483Z3,2024-01-31 23:59:59.999999,16377.340508106994,102733.91800882146,inflow,0
29ABCDE1484Z4,2024-01-31 23:59:59.999999,5000.0,18902.031796534982,inflow,1
29ABCDE1487Z7,2024-01-31 23:59:59.999999,27937.988030733668,258208.8789147296,inflow,1
29ABCDE1488Z8,2024-01-31 23:59:59.999999,5000.0,29075.202424422896,inflow,0
29ABCDE1490Z0,2024-01-31 23:59:59.999999,5000.0,24008.244185731,inflow,0
29ABCDE1491Z1,2024-01-31 23:59:59.999999,6617.294617225872,72818.72528968344,inflow,1
29ABCDE1496Z6,2024-01-31 23:59:59.999999,7872.973803042188,63288.80774963114,inflow,0
29ABCDE1497Z7,2024-01-31 23:59:59.999999,12903.81101907579,89356.7234828794,inflow,0
29ABCDE1498Z8,2024-01-31 23:59:59.999999,5000.0,21962.973219805313,inflow,1
29ABCDE1499Z9,2024-01-31 23:59:59.999999,13007.077544270573,83939.40902710598,inflow,0
29ABCDE1501Z1,2024-01-31 23:59:59.999999,9665.470240210088,150899.81469520277,inflow,0
29ABCDE1505Z5,2024-01-31 23:59:59.999999,5000.0,30592.04338833022,inflow,0
29ABCDE1506Z6,2024-01-31 23:59:59.999999,11205.670700656694,78499.46865694782,inflow,0
29ABCDE1509Z9,2024-01-31 23:59:59.999999,5000.0,32201.625487906433,inflow,0
29ABCDE1510Z0,2024-01-31 23:59:59.999999,9368.147462267369,91008.62703228212,inflow,0
29ABCDE1513Z3,2024-01-31 23:59:59.999999,5000.0,20533.02294343562,inflow,1
29ABCDE1514Z4,2024-01-31 23:59:59.999999,5000.0,29252.212610861458,inflow,0
29ABCDE1515Z5,2024-01-31 23:59:59.999999,45121.86231060869,166241.96708302957,inflow,0
29ABCDE1518Z8,2024-01-31 23:59:59.999999,5000.0,83326.01798577199,inflow,1
29ABCDE1519Z9,2024-01-31 23:59:59.999999,11243.469286704001,71472.94571809511,inflow,0
29ABCDE1523Z3,2024-01-31 23:59:59.999999,7490.792627772486,110015.4454762864,inflow,0
29ABCDE1524Z4,2024-01-31 23:59:59.999999,5000.0,21855.77485479277,inflow,0
29ABCDE1525Z5,2024-01-31 23:59:59.999999,48570.31047995104,286651.82284883095,inflow,0
29ABCDE1526Z6,2024-01-31 23:59:59.999999,5000.0,43489.89924107928,inflow,0
29ABCDE1528Z8,2024-01-31 23:59:59.999999,5000.0,365368.60417755775,inflow,0
29ABCDE1533Z3,2024-01-31 23:59:59.999999,39591.626316451926,182481.89031514566,inflow,0
29ABCDE1535Z5,2024-01-31 23:59:59.999999,5000.0,13315.653664096886,inflow,0
29ABCDE1536Z6,2024-01-31 23:59:59.999999,5000.0,32987.674723399854,inflow,0
29ABCDE1537Z7,2024-01-31 23:59:59.999999,12245.368638939444,50746.28083832017,inflow,0
29ABCDE1538Z8,2024-01-31 23:59:59.999999,5000.0,23278.403125135705,inflow,0
29ABCDE1539Z9,2024-01-31 23:59:59.999999,5000.0,12629.814932201694,inflow,0
29ABCDE1540Z0,2024-01-31 23:59:59.999999,67584.98934149185,401605.62122841505,inflow,0
29ABCDE1541Z1,2024-01-31 23:59:59.999999,9905.654186637164,42745.49614339847,inflow,0
29ABCDE1542Z2,2024-01-31 23:59:59.999999,5000.0,38578.68041154343,inflow,0
29ABCDE1543Z3,2024-01-31 23:59:59.999999,5000.0,21339.79585084993,inflow,0
29ABCDE1545Z5,2024-01-31 23:59:59.999999,5000.0,41972.12714702497,inflow,0
29ABCDE1547Z7,2024-01-31 23:59:59.999999,5000.0,30166.383385580328,inflow,0
29ABCDE1549Z9,2024-01-31 23:59:59.999999,97186.14708048664,464833.20369269146,inflow,0
29ABCDE1550Z0,2024-01-31 23:59:59.999999,5000.0,26664.79014082287,inflow,0
29ABCDE1554Z4,2024-01-31 23:59:59.999999,5000.0,16867.06824759128,inflow,1
29ABCDE1557Z7,2024-01-31 23:59:59.999999,27621.946766323108,135558.04333468617,inflow,0
29ABCDE1558Z8,2024-01-31 23:59:59.999999,12402.729099167307,75078.81094751215,inflow,0
29ABCDE1562Z2,2024-01-31 23:59:59.999999,5408.950651029991,39098.41348134802,inflow,0
29ABCDE1563Z3,2024-01-31 23:59:59.999999,5000.0,220429.5552936428,inflow,0
29ABCDE1565Z5,2024-01-31 23:59:59.999999,5000.0,71035.63519704825,inflow,0
29ABCDE1567Z7,2024-01-31 23:59:59.999999,18230.533488138823,298560.6013879499,inflow,0
29ABCDE1568Z8,2024-01-31 23:59:59.999999,9302.666924756559,53121.34739952027,inflow,0
29ABCDE1569Z9,2024-01-31 23:59:59.999999,5000.0,42330.33224240245,inflow,0
29ABCDE1570Z0,2024-01-31 23:59:59.999999,58912.42927668312,238546.5171354482,inflow,0
29ABCDE1572Z2,2024-01-31 23:59:59.999999,5000.0,52769.02997654008,inflow,0
29ABCDE1574Z4,2024-01-31 23:59:59.999999,5000.0,33117.91716431019,inflow,0
29ABCDE1575Z5,2024-01-31 23:59:59.999999,5000.0,42027.094692763625,inflow,0
29ABCDE1576Z6,2024-01-31 23:59:59.999999,5000.0,37541.17686417055,inflow,0
