gstin,due_date,actual_filing_date,turnover
29ABCDE1127Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,32544.415703858274
29ABCDE1128Z8,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,406523.3937890627
29ABCDE1130Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,134475.17645500496
29ABCDE1131Z1,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,115830.99515340952
29ABCDE1135Z5,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,130615.97935747274
29ABCDE1137Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,238939.55330115103
29ABCDE1140Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,86358.20297675209
29ABCDE1141Z1,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,137227.96493233446
29ABCDE1143Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,52779.553339511986
29ABCDE1144Z4,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,50246.59578987435
29ABCDE1146Z6,2024-01-31 23:59:59.999999,2024-02-17 23:59:59.999999,58984.59031098263
29ABCDE1147Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,195502.85709328396
29ABCDE1149Z9,2024-01-31 23:59:59.999999,2024-02-27 23:59:59.999999,305391.2064811614
29ABCDE1153Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,148318.72245585875
29ABCDE1154Z4,2024-01-31 23:59:59.999999,2024-02-10 23:59:59.999999,47007.579735806925
29ABCDE1157Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,383366.7940121746
29ABCDE1160Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,149005.98536768547
29ABCDE1162Z2,2024-01-31 23:59:59.999999,2024-02-25 23:59:59.999999,182875.17422245667
29ABCDE1166Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,531842.9711596641
29ABCDE1167Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,237986.00836556294
29ABCDE1171Z1,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,50116.114550856255
29ABCDE1172Z2,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,630268.9762444142
29ABCDE1174Z4,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,146479.40318147742
29ABCDE1176Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,40729.666364544064
29ABCDE1177Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,49508.50613788124
29ABCDE1178Z8,2024-01-31 23:59:59.999999,2024-02-13 23:59:59.999999,199513.27984942394
29ABCDE1181Z1,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,246464.68164329382
29ABCDE1182Z2,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,335399.72706007963
29ABCDE1184Z4,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,52465.52882801743
29ABCDE1186Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,53102.887305167686
29ABCDE1187Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,82448.95130927167
29ABCDE1188Z8,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,57695.556600489734
29ABCDE1190Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,34178.16554263525
29ABCDE1192Z2,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,78838.27315847167
29ABCDE1193Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,50400.61128555406
29ABCDE1195Z5,2024-01-31 23:59:59.999999,2024-02-17 23:59:59.999999,248213.9805773213
29ABCDE1196Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,78007.03950986771
29ABCDE1197Z7,2024-01-31 23:59:59.999999,2024-02-26 23:59:59.999999,54743.15648302918
29ABCDE1200Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,61294.481450224994
29ABCDE1201Z1,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,76151.07916704881
29ABCDE1202Z2,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,41873.310874304465
29ABCDE1204Z4,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,560368.268667732
29ABCDE1206Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,31012.066147620888
29ABCDE1207Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,49435.54735701873
29ABCDE1208Z8,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,36604.6642160657
29ABCDE1210Z0,2024-01-31 23:59:59.999999,2024-02-02 23:59:59.999999,160087.6912708631
29ABCDE1212Z2,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,348104.47786957317
29ABCDE1217Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,80368.91415126031
29ABCDE1219Z9,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,264207.5054261749
29ABCDE1223Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,151988.67862329195
29ABCDE1224Z4,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,51998.49180691938
29ABCDE1226Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,71862.64627812021
29ABCDE1227Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,374070.0822807399
29ABCDE1231Z1,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,34534.30445281487
29ABCDE1233Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,78959.36738257055
29ABCDE1238Z8,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,334871.6341870666
29ABCDE1239Z9,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,35676.6995901446
29ABCDE1240Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,57027.00167929841
29ABCDE1241Z1,2024-01-31 23:59:59.999999,2024-02-20 23:59:59.999999,147814.1204002956
29ABCDE1243Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,33359.373652774884
29ABCDE1245Z5,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,31337.815992956257
29ABCDE1246Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,267747.05888863694
29ABCDE1247Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,230462.5916468214
29ABCDE1251Z1,2024-01-31 23:59:59.999999,2024-02-03 23:59:59.999999,37432.22569754038
29ABCDE1252Z2,2024-01-31 23:59:59.999999,2024-02-21 23:59:59.999999,71557.76888937807
29ABCDE1255Z5,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,426192.1229369985
29ABCDE1257Z7,2024-01-31 23:59:59.999999,2024-02-12 23:59:59.999999,48049.14778604243
29ABCDE1258Z8,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,38764.40219625431
29ABCDE1260Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,114637.234130986
29ABCDE1261Z1,2024-01-31 23:59:59.999999,2024-02-27 23:59:59.999999,42746.84011006427
29ABCDE1265Z5,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,77014.55280008115
29ABCDE1270Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,51889.74484307551
29ABCDE1272Z2,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,33307.590828860695
29ABCDE1273Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,515725.8323777339
29ABCDE1275Z5,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,111217.86963430987
29ABCDE1277Z7,2024-01-31 23:59:59.999999,2024-02-07 23:59:59.999999,39554.39297385779
29ABCDE1281Z1,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,167061.7124551566
29ABCDE1283Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,55970.74661567225
29ABCDE1284Z4,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,40193.46362652074
29ABCDE1285Z5,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,254518.40065315552
29ABCDE1287Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,38699.331660309006
29ABCDE1289Z9,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,122964.87418374674
29ABCDE1290Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,113436.40485745032
29ABCDE1291Z1,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,176250.06765442633
29ABCDE1293Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,38258.81536050777
29ABCDE1294Z4,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,682109.3507112875
29ABCDE1296Z6,2024-01-31 23:59:59.999999,2024-02-24 23:59:59.999999,139992.89758846213
29ABCDE1297Z7,2024-01-31 23:59:59.999999,2024-02-17 23:59:59.999999,51464.69973892769
29ABCDE1298Z8,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,390827.7942855011
29ABCDE1299Z9,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,23761.541425371364
29ABCDE1304Z4,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,217880.9753180904
29ABCDE1305Z5,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,39523.09003974881
29ABCDE1306Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,653778.1465185282
29ABCDE1308Z8,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,161971.5115693517
29ABCDE1310Z0,2024-01-31 23:59:59.999999,2024-02-19 23:59:59.999999,148196.4151838252
29ABCDE1311Z1,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,141284.19312409882
29ABCDE1312Z2,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,73882.69839605392
29ABCDE1316Z6,2024-01-31 23:59:59.999999,2024-02-12 23:59:59.999999,173702.1454655907
29ABCDE1317Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,172677.87308257262
29ABCDE1319Z9,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,26625.75841590863
29ABCDE1325Z5,2024-01-31 23:59:59.999999,2024-02-05 23:59:59.999999,21000.23194823931
29ABCDE1326Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,392021.7672317779
29ABCDE1327Z7,2024-01-31 23:59:59.999999,2024-02-14 23:59:59.999999,48021.14015671779
29ABCDE1328Z8,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,316064.89562565315
29ABCDE1330Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,98827.13641173774
29ABCDE1331Z1,2024-01-31 23:59:59.999999,2024-02-06 23:59:59.999999,89965.73216939544
29ABCDE1334Z4,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,44373.721115677705
29ABCDE1336Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,45801.289898237446
29ABCDE1350Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,154302.4866431794
29ABCDE1351Z1,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,52982.028260750056
29ABCDE1352Z2,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,44724.32812567815
29ABCDE1355Z5,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,159216.45736620834
29ABCDE1356Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,353914.6857578557
29ABCDE1360Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,225113.27735650286
29ABCDE1361Z1,2024-01-31 23:59:59.999999,2024-02-20 23:59:59.999999,100562.14363733331
29ABCDE1362Z2,2024-01-31 23:59:59.999999,2024-02-27 23:59:59.999999,52806.26667088849
29ABCDE1363Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,334710.61728056247
29ABCDE1365Z5,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,299196.00106954074
29ABCDE1368Z8,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,87671.02650501314
29ABCDE1369Z9,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,47979.20567022711
29ABCDE1371Z1,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,250908.17353026237
29ABCDE1372Z2,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,34668.425935970954
29ABCDE1376Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,232167.23111297947
29ABCDE1377Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,50930.5098418047
29ABCDE1378Z8,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,190348.09720133504
29ABCDE1379Z9,2024-01-31 23:59:59.999999,2024-02-12 23:59:59.999999,27878.399170866152
29ABCDE1380Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,70746.25888041907
29ABCDE1382Z2,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,316662.18755139364
29ABCDE1386Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,130908.17209362215
29ABCDE1387Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,179607.9424260012
29ABCDE1389Z9,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,71969.87472589128
29ABCDE1391Z1,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,175718.64026165567
29ABCDE1395Z5,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,64066.07208558762
29ABCDE1397Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,192239.09987839562
29ABCDE1402Z2,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,245899.5299148864
29ABCDE1404Z4,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,38448.64706191482
29ABCDE1405Z5,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,99392.3788303942
29ABCDE1406Z6,2024-01-31 23:59:59.999999,2024-02-01 23:59:59.999999,67576.19120073893
29ABCDE1407Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,26354.52777909759
29ABCDE1410Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,41271.65403437986
29ABCDE1411Z1,2024-01-31 23:59:59.999999,2024-02-15 23:59:59.999999,36783.75905029058
29ABCDE1416Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,38870.82795246747
29ABCDE1423Z3,2024-01-31 23:59:59.999999,2024-02-13 23:59:59.999999,49414.786279062595
29ABCDE1424Z4,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,48793.126992708785
29ABCDE1425Z5,2024-01-31 23:59:59.999999,2024-02-25 23:59:59.999999,198272.12716292113
29ABCDE1426Z6,2024-01-31 23:59:59.999999,2024-02-09 23:59:59.999999,155987.02729846444
29ABCDE1427Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,335170.48085078143
29ABCDE1429Z9,2024-01-31 23:59:59.999999,2024-02-06 23:59:59.999999,832437.9732345932
29ABCDE1430Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,359282.994399387
29ABCDE1431Z1,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,53513.49351870612
29ABCDE1432Z2,2024-01-31 23:59:59.999999,2024-02-16 23:59:59.999999,84393.75474391587
29ABCDE1433Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,160775.69826555392
29ABCDE1434Z4,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,465485.83063217177
29ABCDE1441Z1,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,215755.81338972013
29ABCDE1443Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,191392.06815048683
29ABCDE1444Z4,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,40488.85750984299
29ABCDE1445Z5,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,53915.422752741266
29ABCDE1447Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,132810.17611221105
29ABCDE1448Z8,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,70748.91676911821
29ABCDE1449Z9,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,673958.5595412775
29ABCDE1450Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,72946.35948984734
29ABCDE1453Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,36441.22418775072
29ABCDE1454Z4,2024-01-31 23:59:59.999999,2024-02-03 23:59:59.999999,215292.73053837326
29ABCDE1455Z5,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,92151.15854693625
29ABCDE1456Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,50645.78880669427
29ABCDE1462Z2,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,110467.91707476461
29ABCDE1463Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,73262.7781528239
29ABCDE1464Z4,2024-01-31 23:59:59.999999,2024-02-10 23:59:59.999999,25066.070108141554
29ABCDE1466Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,179641.67978008743
29ABCDE1467Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,274711.87067075644
29ABCDE1469Z9,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,49798.09519099477
29ABCDE1470Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,30503.72468071304
29ABCDE1472Z2,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,65270.2075587702
29ABCDE1475Z5,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,56722.35941039199
29ABCDE1479Z9,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,56950.455744373125
29ABCDE1480Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,225808.78406133267
29ABCDE1481Z1,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,70861.26898449037
29ABCDE1483Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,116780.90146710924
29ABCDE1487Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,376837.95712863596
29ABCDE1488Z8,2024-01-31 23:59:59.999999,2024-02-23 23:59:59.999999,40457.42283292496
29ABCDE1490Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,37436.8727456011
29ABCDE1491Z1,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,77090.54473425403
29ABCDE1496Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,76446.01262121032
29ABCDE1497Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,139437.8471694053
29ABCDE1498Z8,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,38942.68029179168
29ABCDE1499Z9,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,112761.09460114666
29ABCDE1501Z1,2024-01-31 23:59:59.999999,2024-02-18 23:59:59.999999,180953.26151123838
29ABCDE1505Z5,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,34014.54745823283
29ABCDE1510Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,141636.1948668459
29ABCDE1513Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,26724.08064706459
29ABCDE1519Z9,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,107591.22399130404
29ABCDE1523Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,127271.31084982488
29ABCDE1524Z4,2024-01-31 23:59:59.999999,2024-02-20 23:59:59.999999,35429.14153305409
29ABCDE1526Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,60228.92452853383
29ABCDE1528Z8,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,447557.1099434444
29ABCDE1533Z3,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,211105.96435461665
29ABCDE1536Z6,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,45259.6387620698
29ABCDE1537Z7,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,52104.63457984976
29ABCDE1538Z8,2024-01-31 23:59:59.999999,2024-02-10 23:59:59.999999,33924.375677187956
29ABCDE1539Z9,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,22650.494749273683
29ABCDE1540Z0,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,789676.8583654852
29ABCDE1541Z1,2024-01-31 23:59:59.999999,2024-01-31 23:59:59.999999,44372.04233341494
